Year,Week,State,Area,Location,Total_Kes,Duration_of_Outbreak_in_day
2014,43,Selangor,Gombak,Tmn Bkt Indah Fasa 3 Zon 1,13,66
2014,43,Selangor,Petaling,"Pju 10 Apartment Harmoni 2 ( D,E,F,G,H,J,K,T,S,R )",13,65
2014,43,Kelantan,Kota Bharu,Taman Pinggiran Golf,25,64
2014,43,Kelantan,Kota Bharu,Tanjong Mas,18,64
2014,43,Selangor,Hulu Langat,Appt Taman Impian Indah,18,64
2014,43,Selangor,Hulu Langat,Taman Sri Taming,27,64
2014,43,Selangor,Petaling,"Pju 5 Seksyen 4 Gugusan
Semarak",13,64
2014,43,Selangor,Hulu Langat,Kuis,16,62
2014,43,Selangor,Hulu Langat,"Jalan Bunga Kemboja 1-11
Taman Muda",13,61
2014,43,Selangor,Petaling,"Seksyen 7 Shah Alam Flat C
(Blok 44 - Blok 51)",11,59
2014,43,Selangor,Petaling,"Pju 5 Seksyen 6 Gugusan
Tanjung",18,57
2014,43,Selangor,Petaling,Ss 23 (Taman Sea),10,57
2014,43,Selangor,Gombak,Menara Jade Kondo,7,55
2014,43,Selangor,Petaling,Taman Saujana Puchong Sp 7,11,54
2014,43,Selangor,Hulu Langat,"Pangsapuri Taman Koperasi
Maju Jaya",18,54
2014,43,Selangor,Hulu Selangor,Jalan Selasihsari Bsb,15,54
2014,43,Selangor,Petaling,Seksyen 3 Kompleks Mais,24,54
2014,43,Selangor,Petaling,"Seksyen 7 Shah Alam Flat B
(Blok 13 - Blok 37)",14,54
2014,43,Selangor,Hulu Langat,Taman Cheras Permai,9,53
2014,43,Selangor,Hulu Langat,Taman Tenaga,19,52
2014,43,Selangor,Petaling,Pju 5 Seksyen 6,19,51
2014,43,Selangor,Petaling,"Ss 6 Kediaman Kastam Kelana
Jaya",8,51
2014,43,Selangor,Petaling,"Kota Perdana Kp 4 (Mawar
Jaya)",11,49
2014,43,Selangor,Gombak,Tmn Rasmi Jaya Zon 1,13,47
2014,43,Selangor,Gombak,Tmn Rasmi Jaya Zon 2,22,46
2014,43,Selangor,Gombak,Appt Azalea Court,7,46
2014,43,Selangor,Hulu Langat,Appt Taman Kajang Sentral,9,46
2014,43,Selangor,Hulu Langat,"Jalan 3/A-R Seksyen 3 Bandar
Sri Putra",10,45
2014,43,Selangor,Petaling,Pju 7 Flat Desa Mutiara,7,44
2014,43,Selangor,Petaling,Bandar Kinrara 1,12,44
2014,43,Pahang,Kuantan,Tmn. Balok Maju,21,44
2014,43,Selangor,Hulu Langat,"Appt Seksyen 1 Bandar
Teknologi",11,44
2014,43,Selangor,Petaling,Bt 13 Kg Kuala Sungai Baru,8,43
2014,43,Selangor,Petaling,Pjs 10 Kondo Ridzuan,10,43
2014,43,Selangor,Petaling,Usj 2/5,12,42
2014,43,Perak,Kerian,Jalan Pantai,23,42
2014,43,Selangor,Hulu Langat,"Jalan Suasana 4 Bandar Tun
Hussein Onn",12,42
2014,43,Selangor,Hulu Langat,"Kawasan Perniagaan Desa
Ria",9,42
2014,43,Selangor,Hulu Langat,Seksyen 1 Bandar Teknologi,12,42
2014,43,Selangor,Petaling,Pju 10 Apartment Permai,12,42
2014,43,Selangor,Petaling,"Pju 9 Sd 13 Apt Sri Meranti 1
( Blok A,B,C,D,E,F,G )",8,41
2014,43,Selangor,Hulu Langat,"Jalan Wawasan 3/1-7 Bandar
Baru Ampang",8,40
2014,43,Selangor,Hulu Langat,"Pangsapuri Vista Perdana
Bandar Teknologi",13,40
2014,43,Selangor,Gombak,Bt 10 Gombak,5,38
2014,43,Selangor,Hulu Langat,"Appt Dahlia Court Pandan
Indah",12,37
2014,43,Selangor,Hulu Langat,"Appt Sri Tanjung Seksyen 7
Bandar Baru Bangi",11,37
2014,43,Selangor,Petaling,"Seksyen 27 Flat J (Blok 40 -
42)",4,36
2014,43,Pahang,Kuantan,Tmn. Cenderawasih Barat,18,36
2014,43,Selangor,Gombak,Rumah Kedai Prima Selayang,8,36
2014,43,Selangor,Hulu Langat,Seksyen 6 Bandar Sri Putra,9,36
2014,43,Selangor,Petaling,Seksyen 8 Teres A,5,35
2014,43,Selangor,Petaling,"Batu 13 Kg Sri Aman ( Jalan
Berkat )",5,34
2014,43,Selangor,Petaling,"Taman Serdang Perdana 5
( Rumah Kedai )",6,34
2014,43,Sarawak,Sibu,Jalan Kapur 2,20,34
2014,43,Selangor,Petaling,"Seksyen U5 (Apartment Sri
Pelangi)",11,34
2014,43,Selangor,Petaling,"Taman Serdang Perdana
(One South)",7,33
2014,43,Selangor,Hulu Langat,Jalan 2/3-2/13 Taman Kosas,10,33
2014,43,Selangor,Hulu Langat,"Jalan Hentian 2-6 Hentian
Kajang",6,33
2014,43,Selangor,Hulu Selangor,Kg Dato' Harun Tambahan,7,33
2014,43,Selangor,Petaling,Seksyen 3 Shah Alam,7,33
2014,43,Selangor,Petaling,"Pju 6A Pelangi Utama Condo
(Jalan Masjid)",4,32
2014,43,Selangor,Petaling,Ss 3,11,32
2014,43,Selangor,Petaling,"Bandar Kinrara Bk 6F
( P’Puri Enggang)",7,32
2014,43,Selangor,Hulu Langat,"Jalan Nirwana 24,35-46
Taman Nirwana",8,32
2014,43,Selangor,Hulu Selangor,Lokaliti 6 Bdr Baru Btg Kali,6,32
2014,43,Selangor,Petaling,Pju 10 Saujana Damansara,9,32
2014,43,Selangor,Petaling,"Pju 5 Seksyen 5 Sepah Puteri
(Jln 5/1-5/19)",10,32
2014,43,Selangor,Gombak,Ukay Bistari Zon 3,4,33
2014,43,Selangor,Hulu Langat,"Jalan Awana 17-27 Taman
Cheras Awana",5,32
2014,43,Selangor,Petaling,Usj 11/3,6,32
2014,43,Selangor,Petaling,Taman Puchong Intan 1,12,31
2014,43,Selangor,Gombak,Tmn Desa Jaya Zon 5,6,31
2014,44,Selangor,Petaling,Ss 2 (Selatan),124,324
2014,44,Selangor,Petaling,Pju 10 Apartment Lestari,47,171
2014,44,Selangor,Hulu Selangor,Apt Teratai Tbr Bb,76,152
2014,44,Selangor,Petaling,Ss 1 Kampung Tunku,57,128
2014,44,Selangor,Petaling,Ss 22 Damansara Jaya,71,127
2014,44,Kelantan,Kota Bharu,Pauh (Panji),129,115
2014,44,Kelantan,Kota Bharu,Chempaka 2,89,104
2014,44,Selangor,Petaling,Ss 14/6,19,103
2014,44,Selangor,Petaling,Ss 17/1,58,103
2014,44,Selangor,Hulu Langat,Appt Taman Tenaga,35,101
2014,44,Selangor,Hulu Langat,Jalan Bm 6 Bandar Bukit Mahkota,24,93
2014,44,Selangor,Petaling,Taman Puchong Utama 12,47,88
2014,44,Kelantan,Kota Bharu,Kubur Maras,32,86
2014,44,Selangor,Gombak,Tmn Melawati (F),19,84
2014,44,Kelantan,Kota Bharu,Jalan Sri Demit,39,83
2014,44,Kelantan,Kota Bharu,Dusun Raja,40,83
2014,44,Selangor,Petaling,"Seksyen 7 (Flat A : Blok 1 - 12, Blok 38 - 43)",40,81
2014,44,Selangor,Petaling,Seksyen 8 Petaling Jaya,15,69
2014,44,Selangor,Petaling,Pjs 9 ( Teres 9/2 - Pjs 9/30 ),15,69
2014,44,Selangor,Hulu Langat,Taman Impian Indah,12,69
2014,44,Selangor,Hulu Langat,City Garden Palm Villa Kondo Taman Cempaka,12,68
2014,44,Selangor,Petaling,Taman Equine ( Putra      Permai Apt ),20,67
2014,44,Selangor,Petaling,Seksyen 7E B Pusat Komersial (Jln Aa7/Aa & Ac7/Ac & Jln U7/U - Z7/Z),119,67
2014,44,Selangor,Gombak,Tmn Bkt Indah Fasa 3 Zon 1,13,66
2014,44,Selangor,Petaling,"Pju 10 Apartment Harmoni 2     ( D,E,F,G,H,J,K,T,S,R )",13,65
2014,44,Kelantan,Kota Bharu,Taman Pinggiran Golf,25,64
2014,44,Kelantan,Kota Bharu,Tanjong Mas,18,64
2014,44,Selangor,Hulu Langat,Appt Taman Impian Indah,18,64
2014,44,Selangor,Hulu Langat,Taman Sri Taming,27,64
2014,44,Selangor,Petaling,Pju 5 Seksyen 4 Gugusan Semarak,13,64
2014,44,Selangor,Hulu Langat,Kuis,16,62
2014,44,Selangor,Hulu Langat,Jalan Bunga Kemboja 1-11 Taman Muda,13,61
2014,44,Selangor,Petaling,Seksyen 7 Shah Alam Flat C (Blok 44 - Blok 51),11,59
2014,44,Selangor,Petaling,Pju 5 Seksyen 6 Gugusan Tanjung,18,57
2014,44,Selangor,Petaling,Ss 23 (Taman Sea),10,57
2014,44,Selangor,Gombak,Menara Jade Kondo,7,55
2014,44,Selangor,Petaling,Taman Saujana Puchong Sp 7,11,54
2014,44,Selangor,Hulu Langat,Pangsapuri Taman Koperasi Maju Jaya,18,54
2014,44,Selangor,Hulu Selangor,Jalan Selasihsari Bsb,15,54
2014,44,Selangor,Petaling,Seksyen 3 Kompleks Mais,24,54
2014,44,Selangor,Petaling,Seksyen 7 Shah Alam Flat B (Blok 13 - Blok 37),14,54
2014,44,Selangor,Hulu Langat,Taman Cheras Permai,9,53
2014,44,Selangor,Hulu Langat,Taman Tenaga,19,52
2014,44,Selangor,Petaling,Pju 5 Seksyen 6,19,51
2014,44,Selangor,Petaling,Ss 6 Kediaman Kastam Kelana Jaya,8,51
2014,44,Selangor,Petaling,Kota Perdana Kp 4 (Mawar Jaya),11,49
2014,44,Selangor,Gombak,Tmn Rasmi Jaya Zon 1,13,47
2014,44,Selangor,Gombak,Tmn Rasmi Jaya Zon 2,22,46
2014,44,Selangor,Gombak,Appt Azalea Court,7,46
2014,44,Selangor,Hulu Langat,Appt Taman Kajang Sentral,9,46
2014,44,Selangor,Hulu Langat,Jalan 3/A-R Seksyen 3 Bandar Sri Putra,10,45
2014,44,Selangor,Petaling,Pju 7 Flat Desa Mutiara,7,44
2014,44,Selangor,Petaling,Bandar Kinrara 1,12,44
2014,44,Pahang,Kuantan,Tmn. Balok Maju,21,44
2014,44,Selangor,Hulu Langat,Appt Seksyen 1 Bandar Teknologi,11,44
2014,44,Selangor,Petaling,Bt 13 Kg Kuala Sungai Baru,8,43
2014,44,Selangor,Petaling,Pjs 10 Kondo Ridzuan,10,43
2014,44,Selangor,Petaling,Usj 2/5,12,42
2014,44,Perak,Kerian,Jalan Pantai,23,42
2014,44,Selangor,Hulu Langat,Jalan Suasana 4 Bandar Tun Hussein Onn,12,42
2014,44,Selangor,Hulu Langat,Kawasan Perniagaan Desa Ria,9,42
2014,44,Selangor,Hulu Langat,Seksyen 1 Bandar Teknologi,12,42
2014,44,Selangor,Petaling,Pju 10 Apartment Permai,12,42
2014,44,Selangor,Petaling,"Pju 9 Sd 13 Apt Sri Meranti 1    ( Blok A,B,C,D,E,F,G )",8,41
2014,44,Selangor,Hulu Langat,Jalan Wawasan 3/1-7 Bandar Baru Ampang,8,40
2014,44,Selangor,Hulu Langat,Pangsapuri Vista Perdana Bandar Teknologi,13,40
2014,44,Selangor,Gombak,Bt 10 Gombak,5,38
2014,44,Selangor,Hulu Langat,Appt Dahlia Court Pandan Indah,12,37
2014,44,Selangor,Hulu Langat,Appt Sri Tanjung Seksyen 7 Bandar Baru Bangi,11,37
2014,44,Selangor,Petaling,Seksyen 27 Flat J (Blok 40 - 42),4,36
2014,44,Pahang,Kuantan,Tmn. Cenderawasih Barat,18,36
2014,44,Selangor,Gombak,Rumah Kedai Prima Selayang,8,36
2014,44,Selangor,Hulu Langat,Seksyen 6 Bandar Sri Putra,9,36
2014,44,Selangor,Petaling,Seksyen 8 Teres A,5,35
2014,44,Selangor,Petaling,Batu 13 Kg Sri Aman ( Jalan Berkat ),5,34
2014,44,Selangor,Petaling,Taman Serdang Perdana 5       ( Rumah Kedai ),6,34
2014,44,Sarawak,Sibu,Jalan Kapur 2,20,34
2014,44,Selangor,Petaling,Seksyen U5 (Apartment Sri Pelangi),11,34
2014,44,Selangor,Petaling,Taman Serdang Perdana    (One South),7,33
2014,44,Selangor,Hulu Langat,Jalan 2/3-2/13 Taman Kosas,10,33
2014,44,Selangor,Hulu Langat,Jalan Hentian 2-6 Hentian Kajang,6,33
2014,44,Selangor,Hulu Selangor,Kg Dato' Harun Tambahan,7,33
2014,44,Selangor,Petaling,Seksyen 3 Shah Alam,7,33
2014,44,Selangor,Petaling,Pju 6A Pelangi Utama Condo (Jalan Masjid),4,32
2014,44,Selangor,Petaling,Ss 3,11,32
2014,44,Selangor,Petaling,Bandar Kinrara Bk 6F                 ( P’Puri Enggang),7,32
2014,44,Selangor,Hulu Langat,"Jalan Nirwana 24,35-46 Taman Nirwana",8,32
2014,44,Selangor,Hulu Selangor,Lokaliti 6 Bdr Baru Btg Kali,6,32
2014,44,Selangor,Petaling,Pju 10 Saujana Damansara,9,32
2014,44,Selangor,Petaling,Pju 5 Seksyen 5 Sepah Puteri (Jln 5/1-5/19),10,32
2014,44,Selangor,Gombak,Ukay Bistari Zon 3,4,33
2014,44,Selangor,Hulu Langat,Jalan Awana 17-27 Taman Cheras Awana,5,32
2014,44,Selangor,Petaling,Usj 11/3,6,32
2014,44,Selangor,Petaling,Taman Puchong Intan 1,12,31
2014,45,Selangor,Petaling,Ss 2 (Selatan),128,338
2014,45,Selangor,Petaling,Pju 10 Apartment Lestari,51,185
2014,45,Selangor,Hulu Selangor,Apt Teratai Tbr Bb,86,166
2014,45,Selangor,Petaling,Ss 1 Kampung Tunku,61,142
2014,45,Selangor,Petaling,Ss 22 Damansara Jaya,83,141
2014,45,Selangor,Petaling,Ss 17/1,60,117
2014,45,Selangor,Hulu Langat,Appt Taman Tenaga,39,115
2014,45,Selangor,Hulu Langat,"Jalan Bm 6 Bandar Bukit
Mahkota",28,107
2014,45,Selangor,Petaling,Taman Puchong Utama 12,48,102
2014,45,Selangor,Gombak,Tmn Melawati (F),21,98
2014,45,Selangor,Petaling,"Seksyen 7 (Flat A : Blok 1 - 12, Blok 38 - 43)",46,95
2014,45,Selangor,Petaling,Seksyen 8 Petaling Jaya,22,83
2014,45,Selangor,Petaling,Pjs 9 ( Teres 9/2 - Pjs 9/30 ),17,83
2014,45,Selangor,Petaling,"Seksyen 7E B Pusat Komersial
(Jln Aa7/Aa & Ac7/Ac & Jln
U7/U - Z7/Z)",133,81
2014,45,Selangor,Petaling,"Taman Equine ( Putra Permai
Apt )",22,81
2014,45,Selangor,Gombak,Tmn Bkt Indah Fasa 3 Zon 1,14,80
2014,45,Selangor,Petaling,"Pju 10 Apartment Harmoni 2 ( D,E,F,G,H,J,K,T,S,R )",17,79
2014,45,Selangor,Hulu Langat,Appt Taman Impian Indah,25,78
2014,45,Selangor,Hulu Langat,Taman Sri Taming,30,78
2014,45,Selangor,Petaling,"Pju 5 Seksyen 4 Gugusan
Semarak",15,78
2014,45,Kelantan,Kota Bharu,Taman Pinggiran Golf,27,78
2014,45,Selangor,Hulu Langat,"Jalan Bunga Kemboja 1-11
Taman Muda",18,75
2014,45,Selangor,Petaling,Pju 5 Seksyen 6 Gugusan Tanjung,25,71
2014,45,Selangor,Petaling,Ss 23 (Taman Sea),14,71
2014,45,Selangor,Petaling,Seksyen 3 Kompleks Mais,27,68
2014,45,Selangor,Petaling,"Seksyen 7 (Flat B : Blok 13 -
37)",17,68
2014,45,Selangor,Petaling,Taman Saujana Puchong Sp 7,12,68
2014,45,Selangor,Hulu Langat,Taman Tenaga,23,66
2014,45,Selangor,Petaling,Pju 5 Seksyen 6,29,65
2014,45,Selangor,Petaling,"Ss 6 Kediaman Kastam Kelana
Jaya",10,65
2014,45,Selangor,Petaling,"Kota Perdana Kp 4
(Mawar Jaya)",18,63
2014,45,Selangor,Gombak,Appt Azalea Court,11,60
2014,45,Selangor,Hulu Langat,"Jalan 3/A-R Seksyen 3 Bandar
Sri Putra",16,59
2014,45,Selangor,Hulu Langat,"Appt Seksyen 1 Bandar
Teknologi",13,58
2014,45,Selangor,Petaling,Pju 7 Flat Desa Mutiara,11,58
2014,45,Selangor,Petaling,Bandar Kinrara 1,15,58
2014,45,Selangor,Hulu Langat,Seksyen 1 Bandar Teknologi,13,56
2014,45,Selangor,Petaling,Pju 10 Apartment Permai,17,56
2014,45,Selangor,Petaling,Usj 2/5,17,56
2014,45,Selangor,Petaling,"Pju 9 Sd 13 Apt Sri Meranti 1
( Blok A,B,C,D,E,F,G )",14,55
2014,45,Selangor,Hulu Langat,"Appt Dahlia Court Pandan
Indah",14,51
2014,45,Selangor,Hulu Langat,Seksyen 6 Bandar Sri Putra,14,50
2014,45,Selangor,Petaling,"Seksyen U5 (Apartment Sri
Pelangi)",25,48
2014,45,Selangor,Petaling,"Batu 13 Kg Sri Aman ( Jalan
Berkat )",6,48
2014,45,Selangor,Petaling,"Taman Serdang Perdana 5
( Rumah Kedai )",7,48
2014,45,Sarawak,Sibu,Jalan Kapur 2,22,48
2014,45,Selangor,Hulu Langat,Jalan 2/3-2/13 Taman Kosas,11,47
2014,45,Selangor,Hulu Langat,"Jalan Hentian 2-6 Hentian
Kajang",11,47
2014,45,Selangor,Petaling,"Taman Serdang Perdana
(One South)",8,47
2014,45,Selangor,Hulu Selangor,Lokaliti 6 Bdr Baru Btg Kali,7,46
2014,45,Selangor,Petaling,Pju 10 Saujana Damansara,12,46
2014,45,Selangor,Petaling,"Pju 5 Seksyen 5 Sepah Puteri
(Jln 5/1-5/19)",12,46
2014,45,Selangor,Petaling,Ss 3,15,46
2014,45,Selangor,Petaling,"Bandar Kinrara Bk 6F
( P'Puri Enggang)",12,46
2014,45,Selangor,Petaling,Usj 6/2,15,45
2014,45,Selangor,Petaling,"Seksyen 7 Shah Alam Teres C
Zon B (Jln 7/41 - 7/51)",11,44
2014,45,Selangor,Petaling,"Pju 5 Seksyen 11 Apartment
Tania",15,44
2014,45,Selangor,Gombak,Appt Sri Selayang,18,43
2014,45,Selangor,Gombak,Appt Bdr Baru Kundang,11,43
2014,45,Selangor,Hulu Langat,"Jalan Mewah 4 Pandan
Mewah",8,41
2014,45,Selangor,Petaling,"Taman Puchong Perdana
(Jln Mawar)",12,41
2014,45,Selangor,Gombak,Kg Simpang 3,22,40
2014,45,Selangor,Hulu Langat,Flat Taman Dagang,12,40
2014,45,Selangor,Petaling,Pju 9 Sd 7,10,40
2014,45,Kelantan,Kota Bharu,Sri Kedeper,6,40
2014,45,Selangor,Gombak,Tmn Sri Gombak Fasa 8 Zon 1,6,39
2014,45,Selangor,Hulu Langat,Flat Pkns Ampang Jaya,5,38
2014,45,Selangor,Petaling,Taman Sungai Besi Indah 2,6,38
2014,45,Selangor,Hulu Langat,"Jalan Suakasih 3 Bandar Tun
Hussin Onn",18,37
2014,45,Selangor,Petaling,"Batu 13 Kg Sri Aman
(Lorong Bestari)",24,37
2014,45,Melaka,Melaka Tengah,"Lorong Utama Tmn Ayer
Keroh Heights",16,37
2014,45,Selangor,Petaling,Seksyen U2 Teres E,14,36
2014,45,Selangor,Petaling,"Seksyen U5 ( Nusa Subang :
Teres )",18,36
2014,45,Selangor,Petaling,Pju 1A Ara Damansara,6,36
2014,45,Melaka,Melaka Tengah,Taman Seri Duyong,12,36
2014,45,Selangor,Petaling,"Seksyen 4 (Teres C : Jln 4/1A -
1B, Jln 4/4A - 4/6A)",27,35
2014,45,Selangor,Petaling,"Pju 10 Apartment Idaman 2
( Blok E,F,G,O,P,Q,R,S )",10,35
2014,45,Selangor,Petaling,"Pusat Bandar Puchong (Jln
Wawasan 2)",19,35
2014,45,Kelantan,Kota Bharu,Tebing Tinggi,4,34
2014,45,Selangor,Gombak,"Tmn Sri Gombak Fasa 10 Zon
2",9,34
2014,45,Selangor,Gombak,Estana Court,6,34
2014,45,Selangor,Petaling,Pjs 8 Mentari Court 1,9,34
2014,45,Selangor,Petaling,"Usj 6/5, Usj 6/6 & Usj 6/7
(Teres)",11,34
2014,45,Selangor,Hulu Langat,"Appt Seri Pulai Taman
Balakong Jaya",10,33
2014,45,Selangor,Hulu Langat,"Jalan Taming Kiri Taman
Taming Jaya",8,33
2014,45,Selangor,Petaling,"Taman Puchong Permai 2
( Flat Blok F )",6,33
2014,45,Selangor,Gombak,Flat Prima Selayang,5,32
2014,45,Selangor,Hulu Langat,"Jalan 78-86 Taman Bukit
Mewah",6,32
2014,45,Selangor,Petaling,Pju 10 Apartment Bayu,5,32
2014,45,Kelantan,Kota Bharu,Sungai Keladi,8,32
2014,45,Selangor,Hulu Langat,"Jalan 2/5 Seksyen 2 Bandar
Sri Putra",5,31
2014,45,Selangor,Hulu Langat,"Jalan Nazir Kampung Sungai
Ramal Dalam",6,31
2014,45,Selangor,Petaling,"Seksyen 7 Shah Alam Teres A
Zon A (Jln 7/11 - 7/22)",6,31
2014,45,Selangor,Petaling,"Pju 5 Seksyen 6 Gugusan
Teratai",5,31
2014,45,Selangor,Petaling,Ss 7 Kelana Puteri Kondo,9,31
2014,45,Selangor,Petaling,Taman Puchong Prima 2,8,31
2014,46,Selangor,Petaling,Ss 2 (Selatan),130,345
2014,46,Selangor,Petaling,Pju 10 Apartment Lestari,55,192
2014,46,Selangor,Hulu Selangor,Apt Teratai Tbr Bb,86,173
2014,46,Selangor,Petaling,Ss 1 Kampung Tunku,64,149
2014,46,Selangor,Petaling,Ss 22 Damansara Jaya,84,148
2014,46,Selangor,Hulu Langat,Appt Taman Tenaga,39,122
2014,46,Selangor,Hulu Langat,"Jalan Bm 6 Bandar Bukit
Mahkota",30,114
2014,46,Selangor,Gombak,Tmn Melawati (F),22,105
2014,46,Selangor,Petaling,"Seksyen 7 (Flat A : Blok 1 - 12,
Blok 38 - 43)",53,102
2014,46,Selangor,Petaling,Seksyen 8 Petaling Jaya,23,90
2014,46,Selangor,Petaling,"Taman Equine ( Putra Permai
Apt )",24,88
2014,46,Selangor,Petaling,"Seksyen 7E B Pusat Komersial
(Jln Aa7/Aa & Ac7/Ac & Jln
U7/U - Z7/Z)",140,88
2014,46,Selangor,Petaling,"Pju 10 Apartment Harmoni 2
( D,E,F,G,H,J,K,T,S,R )",22,86
2014,46,Selangor,Petaling,"Pju 5 Seksyen 4 Gugusan
Semarak",16,85
2014,46,Selangor,Hulu Langat,Appt Taman Impian Indah,25,85
2014,46,Selangor,Hulu Langat,"Jalan Bunga Kemboja 1-11
Taman Muda",21,82
2014,46,Selangor,Petaling,"Pju 5 Seksyen 6 Gugusan
Tanjung",25,78
2014,46,Selangor,Petaling,Ss 23 (Taman Sea),16,78
2014,46,Selangor,Petaling,Seksyen 3 Kompleks Mais,27,75
2014,46,Selangor,Petaling,"Seksyen 7 (Flat B : Blok 13 -
37)",18,75
2014,46,Selangor,Hulu Langat,Taman Tenaga,24,73
2014,46,Selangor,Petaling,Pju 5 Seksyen 6,30,72
2014,46,Selangor,Petaling,"Ss 6 Kediaman Kastam Kelana
Jaya",10,72
2014,46,Selangor,Petaling,"Kota Perdana Kp 4
(Mawar Jaya)",20,70
2014,46,Selangor,Gombak,Appt Azalea Court,11,67
2014,46,Selangor,Hulu Langat,"Jalan 3/A-R Seksyen 3 Bandar
Sri Putra",19,66
2014,46,Selangor,Hulu Langat,"Appt Seksyen 1 Bandar
Teknologi",13,65
2014,46,Selangor,Petaling,Pju 7 Flat Desa Mutiara,12,65
2014,46,Selangor,Petaling,Bandar Kinrara 1,18,65
2014,46,Selangor,Petaling,Pju 10 Apartment Permai,25,63
2014,46,Selangor,Petaling,Usj 2/5,20,63
2014,46,Selangor,Hulu Langat,Seksyen 1 Bandar Teknologi,15,63
2014,46,Selangor,Petaling,"Pju 9 Sd 13 Apt Sri Meranti 1
( Blok A,B,C,D,E,F,G )",16,62
2014,46,Selangor,Hulu Langat,"Appt Dahlia Court Pandan
Indah",17,58
2014,46,Selangor,Hulu Langat,Seksyen 6 Bandar Sri Putra,16,57
2014,46,Selangor,Petaling,Taman Serdang Perdana 5 ( Rumah Kedai ),9,55
2014,46,Sarawak,Sibu,Jalan Kapur 2,22,55
2014,46,Selangor,Petaling,"Seksyen U5 (Apartment Sri
Pelangi)",25,55
2014,46,Selangor,Hulu Langat,"Jalan Hentian 2-6 Hentian
Kajang",12,54
2014,46,Selangor,Petaling,Pju 10 Saujana Damansara,13,53
2014,46,Selangor,Petaling,"Pju 5 Seksyen 5 Sepah Puteri
(Jln 5/1-5/19)",13,53
2014,46,Selangor,Petaling,"Bandar Kinrara Bk 6F ( P'Puri
Enggang)",14,53
2014,46,Selangor,Hulu Selangor,Lokaliti 6 Bdr Baru Btg Kali,8,53
2014,46,Selangor,Petaling,Ss 3,15,53
2014,46,Selangor,Petaling,Usj 6/2,17,52
2014,46,Selangor,Petaling,"Seksyen 7 Shah Alam Teres C
Zon B (Jln 7/41 - 7/51)",13,51
2014,46,Selangor,Gombak,Appt Sri Selayang,19,50
2014,46,Selangor,Gombak,Appt Bdr Baru Kundang,11,50
2014,46,Selangor,Petaling,"Taman Puchong Perdana (Jln
Mawar)",16,48
2014,46,Selangor,Hulu Langat,Jalan Mewah 4 Pandan Mewah,8,48
2014,46,Selangor,Petaling,Pju 9 Sd 7,11,47
2014,46,Kelantan,Kota Bharu,Sri Kedeper,6,47
2014,46,Selangor,Gombak,Kg Simpang 3,29,47
2014,46,Selangor,Hulu Langat,Flat Taman Dagang,15,47
2014,46,Selangor,Gombak,Tmn Sri Gombak Fasa 8 Zon 1,7,46
2014,46,Selangor,Hulu Langat,Flat Pkns Ampang Jaya,6,45
2014,46,Selangor,Hulu Langat,"Jalan Suakasih 3 Bandar Tun
Hussin Onn",18,44
2014,46,Selangor,Petaling,"Batu 13 Kg Sri Aman (Lorong
Bestari)",26,44
2014,46,Melaka,Melaka Tengah,"Lorong Utama Tmn Ayer Keroh
Heights",17,44
2014,46,Selangor,Petaling,Pju 1A Ara Damansara,8,43
2014,46,Melaka,Melaka Tengah,Taman Seri Duyong,13,43
2014,46,Selangor,Petaling,Seksyen 18 (Kuarters Guru),6,43
2014,46,Selangor,Petaling,Seksyen U2 Teres E,24,43
2014,46,Selangor,Petaling,"Seksyen U5 ( Nusa Subang :
Teres )",24,43
2014,46,Selangor,Petaling,"Pju 10 Apartment Idaman 2
( Blok E,F,G,O,P,Q,R,S )",13,42
2014,46,Selangor,Petaling,"Pusat Bandar Puchong (Jln
Wawasan 2)",23,42
2014,46,Selangor,Petaling,"Seksyen 4 (Teres C : Jln 4/1A -
1B, Jln 4/4A - 4/6A)",35,42
2014,46,Selangor,Petaling,"Usj 6/5, Usj 6/6 & Usj 6/7
(Teres)",11,41
2014,46,Selangor,Petaling,Pjs 8 Mentari Court 1,13,41
2014,46,Selangor,Hulu Langat,"Jalan Taming Kiri Taman
Taming Jaya",8,40
2014,46,Selangor,Hulu Langat,"Appt Seri Pulai Taman
Balakong Jaya",11,40
2014,46,Selangor,Petaling,Pju 10 Apartment Bayu,7,39
2014,46,Selangor,Hulu Langat,"Jalan 78-86 Taman Bukit
Mewah",7,39
2014,46,Kelantan,Kota Bharu,Sungai Keladi,8,39
2014,46,Selangor,Petaling,Ss 7 Kelana Puteri Kondo,9,38
2014,46,Selangor,Petaling,"Pju 5 Seksyen 6 Gugusan
Teratai",5,38
2014,46,Selangor,Petaling,Taman Puchong Prima 2,8,38
2014,46,Selangor,Gombak,Kg Melayu Wira Damai,5,38
2014,46,Selangor,Petaling,"Pju 5 Seksyen 6 Gugusan
Cempaka",8,37
2014,46,Selangor,Petaling,"Pju 5 Seksyen 7 Gugusan
Kantan",4,37
2014,46,Selangor,Hulu Langat,"Jalan 8/1-15 Seksyen 8 Bandar
Baru Bangi",9,37
2014,46,Selangor,Hulu Langat,Taman Murni Cheras,5,36
2014,46,Selangor,Petaling,"Seksyen U10 Alam Budiman
( Jln Pulau Lumut)",11,36
2014,46,Selangor,Gombak,Appt Anggerik Ttt,8,35
2014,46,Selangor,Hulu Langat,Taman Indah,5,35
2014,46,Selangor,Gombak,"Tmn Pinggiran Bt Caves Fasa
3 Zon 2",4,34
